guarde,guarded
reprob,reprobate
70569069,7056906990457909981446491936545632594965
2871148749531,2871148749531862180941719676843144666435
myt,myths
aristocra,aristocracy
reprov,reprove
917146762267305044,9171467622673050442250759152902517427746
159366771221853764237622210477,1593667712218537642376222104779338956378
pinna,pinnacle
9220614010952345320926931176,9220614010952345320926931176229813942204
empres,empress
pinne,pinned
861151591568,8611515915683725241630772254406337875931
373530019873110486895656,3735300198731104868956562819173620367030
16105226287869441363736831251083106,1610522628786944136373683125108310682898
4557597520262477124279622598327840583,4557597520262477124279622598327840583358
indigna,indignation
4826375270813531055708180496424985846,4826375270813531055708180496424985846461
3978098,3978098192019726759010749924884966139441
134869585165267459,1348695851652674595151876800333955224105
81340028455525139173559784,8134002845552513917355978456150353144603
57534,5753422310054715341281095702487081265431
0544448132093266582986850659125,0544448132093266582986850659125571745568
742959118074745341955,7429591180747453419551420351726184200845
393757718599163351121634410379104518,3937577185991633511216344103791045184501
89068518675586857443446921379,8906851867558685744344692137920945906836
ungain,ungainly
arisin,arising
81416063913123597535,8141606391312359753503903200775295873924
unhesitatin,unhesitatingly
8223534992935822,8223534992935822836851007810884634349983
032365470029879896,0323654700298798962898618101459647130791
556095535107998718504135212132,5560955351079987185041352121321534713770
4291990696311739778787508,4291990696311739778787508156022736882496
757223343,7572233435788863537030535008357679180120
852059726385,8520597263859224934763623122188113706307
687312371018022977530119068428044078093,6873123710180229775301190684280440780938
59051152323569871,5905115232356987153971278667180775786719
710031743651,7100317436519590277125716045884860448206
9151524510096986573825654,9151524510096986573825654899585216747260
01801343515930442853848941825678870,0180134351593044285384894182567887072123
3536214678374361361615911679265787001,3536214678374361361615911679265787001377
85533357279772205543,8553335727977220554356812630253574821658
629322392956126100458846442442850115515,6293223929561261004588464424428501155155
613264188235860365690547733430,6132641882358603656905477334307091175915
90932381182954119375454485094286218394,9093238118295411937545448509428621839424
agitat,agitation
researchin,researching
melbou,melbourne
9839974497204728,9839974497204728788183120023338329803056
3999747352627641261259953509,3999747352627641261259953509026095400486
5149145395098100138873792637,5149145395098100138873792637996487372839
81346285461,8134628546189728615020774374529539536929
710428459816089961019456916469838377,7104284598160899610194569164698383771826
543850939671,5438509396712991806747190988531271072672
9342831826509089793,9342831826509089793508696989505426358430
367109059236155113860447246378721,3671090592361551138604472463787212446125
emeral,emeralds
67447363413,6744736341369846732852260557012645012334
3790775026602011481493548222891,3790775026602011481493548222891666364078
888683870044771018667721594397085146646,8886838700447710186677215943970851466461
629342,6293424981417805646161586341533863507722
dartin,darting
96458959567795588690,9645895956779558869098404768259253477849
2392980098,2392980098050894915107883711940997503754
1807763603462459278778465850,1807763603462459278778465850656050780844
18559669048559,1855966904855946760796819016726663465018
20383227812464136712979594150829183,2038322781246413671297959415082918378213
housto,houston
ribbo,ribbon
84131904636833217911505910781389826,8413190463683321791150591078138982610262
rotte,rotterdam
5097214,5097214331492586604248511405819579711564
622792986282709446275915009683226345073,6227929862827094462759150096832263450737
rotti,rotting
686096896846408583341310,6860968968464085833413101785814271095541
jang,jangled
710456901919135906230410233,7104569019191359062304102336798080907240
791346544393196525415,7913465443931965254154829494577875758599
6375236479626857516600665393,6375236479626857516600665393641422730630
90230668930641789778081581013,9023066893064178977808158101360449495409
0841907975,0841907975296782445969183509474202123617
whiche,whichever
nag,nagging
nak,naked
819384906,8193849060653440404390490986412690347926
proscription,proscriptions
863368869446655641,8633688694466556411266228792181211412142
nas,nasa
802361047743115330785159902977771499,8023610477431153307851599029777714996102
523430268081486978164824349353,5234302680814869781648243493534568558436
52191484989920400007310672369944655,5219148498992040000731067236994465524602
729196,7291964034093571225623659496432076928058
kneele,kneeled
limitatio,limitation
disgra,disgrace
1334069728225553530004474395883007979,1334069728225553530004474395883007979973
unreser,unreservedly
drippin,dripping
93287215323519,9328721532351959996167502975324759319099
5371236599283248186573925142949,5371236599283248186573925142949855514151
47718815339,4771881533990204703674908435930908635477
821084159,8210841597374696131432918085104469539734
4653602591506445271657700,4653602591506445271657700044521097735585
779697389051494112001093414,7796973890514941120010934140073794061859
3920305576,3920305576358989492412827022489373848906
483147667818364,4831476678183644656510024467827445695591
parenthes,parenthesis
japa,japan
owenit,owenites
9037852755713334,9037852755713334098424501272585966924343
152745316123,1527453161230316570584897431620983140132
480943579407321266012450796613789442,4809435794073212660124507966137894422084
27592236611513744576791606362,2759223661151374457679160636216752674404
unacquainte,unacquainted
107222465904,1072224659040085537982352538851716235182
cruci,crucial
tilbur,tilbury
41398655075225078089,4139865507522507808919352104173963493428
1559651222,1559651222542929154212923108071159723275
573329981499458,5733299814994585465510552637491435419586
superhuma,superhuman
fragmen,fragment
46418627336909158497318501,4641862733690915849731850111839604825335
56335017074857902,5633501707485790272487013702642032839657
54000852200650318712392728578,5400085220065031871239272857835807010762
unguard,unguarded
forgetful,forgetfulness
699952925125067368,6999529251250673688233852648213896986384
20375318997261801,2037531899726180144046677930501403015807
nec,necessary
overstepp,overstepped
9334668561083,9334668561083789808830313571333157729435
neg,negligence
185596690485594676079681901672666346,1855966904855946760796819016726663465018
8990017498629488,8990017498629488833623898586321271765713
neo,neophyte
nes,nest
jarg,jargon
new,news
4126353464131818587924807605532681228,4126353464131818587924807605532681228815
journeyma,journeyman
9335003264144605347035729307391257,9335003264144605347035729307391257848175
224536893718714515673947334404472804509,2245368937187145156739473344044728045095
326999650886087099,3269996508860870999964899373049307170967
pillowe,pillowed
journeyme,journeymen
643394699016269835160784892,6433946990162698351607848924514058940946
eter,eternal
235065653233179773865666,2350656532331797738656666181652390017664
6371345205439802277866337293290,6371345205439802277866337293290829914010
fratricid,fratricide
1634559719,1634559719444199434462476112384461761573
precipitate,precipitated
ethe,ethernet
precipitati,precipitation
21560,2156036748286083786568030730626576334697
50179245520673290038188140686862479,5017924552067329003818814068686247959272
912611311731416906,9126113117314169066606067613797690123141
54276965535596478945016601,5427696553559647894501660138162951779085
1811824937995404770083693,1811824937995404770083693488892209638142
6360636867461,6360636867461196662034730460891727724004
086553647451756,0865536474517565487931892564408527448919
305571672697259,3055716726972591146319906888238930053800
1616511280731852933312407091234,1616511280731852933312407091234383250230
7544622061186,7544622061186499127249643799875806537850
carefu,carefully
ethi,ethics
614599463857837821,6145994638578378211017122446355845171941
609389214668,6093892146686937298811915601156337012486
21575,2157505672999127417714927960883150235869
135278,1352783695117788386387443966253224985065
jasp,jasper
536794654893375260322906277631,5367946548933752603229062776319833379768
5819468660587092144653716755,5819468660587092144653716755655531962091
35943282742759833829310998064616053602,3594328274275983382931099806461605360243
